State,Suburb,Brand,address,Postcode,Phone,E10,Regular,91 Octane,98 Octane,LPG,Diesel,Biodiesel,Premium Diesel,Eftpos,Workshop,24 Hours,Car wash,Disabled Toilet,ATM,BBQ Gas,Truckstop,Starcash,E-FLEX,95 Octane,Longitude,Latitude
NSW,SWANSEA,CALTEX,126 PACIFIC HWY,2281,02 4971 1348,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,151.638459,-33.088073
VIC,NARRE WARREN,CALTEX SAFEWAY,LOT 2 BRECHIN DR CNR PRINCES HWY,3805,03 97966466,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,145.302568,-38.023225
VIC,YARROWEYAH,CALTEX,MURRAY VALLEY HIGHWAY,3644,03 5873 2415,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,145.562372,-35.925477
NSW,GOULBURN,CALTEX,68 GOLDSMITH ST CNR BOURKE ST,2580,02 4821 1110,Y,N,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,149.719404,-34.750371
NSW,GOULBURN,CALTEX,315 AUBURN ST CNR BRADLEY ST,2580,02 4822 2252,Y,N,N,N,Y,N,N,Y,Y,Y,N,Y,N,N,Y,N,N,N,Y,149.723352,-34.749034
NSW,WAITARA,CALTEX WOOLWORTHS,59-61 PACIFIC HWY,2077,02 94893640,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,151.102631,-33.710521
QLD,COPPABELLA,INDEPENDENT,76 LEE ST,4741,07 49580125,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,148.361546,-21.904909
VIC,WAHGUNYAH,CALTEX,24 FOORD ST,3687,02 60331186,N,Y,N,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,1,N,N,Y,146.394149,-36.009412
TAS,EPPING FOREST,CALTEX,MIDLANDS HIGHWAY,7211,03 63915510,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,147.351517,-41.759644
TAS,SEVEN MILE BEACH,INDEPENDENT,1 LEWIS AVE,7170,03 62486403,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,147.504866,-42.861198
ACT,HUME,CALTEX,BLOCK 89 SECTION 7 SAWMILL CIRCUIT,2620,0439 004740,N,N,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,1,N,N,N,149.16241,-35.39241
QLD,PROSERPINE,CALTEX,158 MAIN ST,4800,07 49453171,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,148.58854,-20.403223
VIC,BURNSIDE,CALTEX,970 WESTERN HWY,3023,03 9363 8828,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,144.756281,-37.762842
NSW,BELMONT NRTH,CALTEX,406 PACIFIC HWY CNR FLORAVILLE RD,2280,02 4945 2136,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,151.662406,-33.024811
WA,BUNBURY,CALTEX,1-3 FORREST AVE,6230,08 97216155,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,115.641426,-33.336713
NSW,WARNERS BAY,CALTEX,55 KING ST,2282,02 4948 8155,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,151.647609,-32.974527
ACT,KAMBAH,CALTEX WOOLWORTHS,3 MARCONI CRES,2902,02 61563626,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,149.057258,-35.378974
NSW,NEWTOWN,CALTEX,26 ENMORE RD,2042,02 95571379,Y,N,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,151.177305,-33.898302
VIC,BEECHWORTH,INDEPENDENT,2 HIGH ST,3747,03 57282226,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,146.682523,-36.364575
WA,MELVILLE,CALTEX WOOLWORTHS,587 CANNING HWY,6156,08 93307142,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,115.81529,-32.03125
WA,CANNINGTON,CALTEX,1346 ALBANY HIGHWAY,6107,08 9458 2191,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,115.935255,-32.01823
VIC,CASTERTON,CALTEX,LOT 25 COLERAINE RD,3311,03 55811393,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,141.406,-37.5842
VIC,HAMILTON,CALTEX,2-6 ABBOTT ST,3300,03 55722111,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,142.029959,-37.744224
WA,CLARKSON,CALTEX WOOLWORTHS,7 OCEAN KEYS BVD,6030,08 94078122,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,115.715386,-31.689487
NSW,LONDONDERRY,CALTEX,CNR LONDONDERRY & CARRINGTON RDS,2753,02 45781072,N,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,Y,150.735773,-33.645037
QLD,WITHCOTT,INDEPENDENT,8581 WARREGO HWY,4352,07 46374417,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,152.025589,-27.553739
QLD,SAPPHIRE,INDEPENDENT,19 RIFLE RANGE ROAD,4702,0428 503090,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,N,148.167656,-23.516832
QLD,CHURCHILL,CALTEX,126 WARWICK RD,4305,07 32022714,N,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,152.756641,-27.633049
WA,YARINGA,INDEPENDENT,LOT 2 NRTH WEST COAST HWY,6701,08 99425919,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,114.641789,-26.888744
VIC,BENALLA,CALTEX,5913 MIDLAND HWY,3672,03 57625551,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,145.960891,-36.56723
WA,WANGARA,CALTEX,HARTMAN DR CNR OCEAN REEF RD,6065,08 93021363,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,Y,1,Y,N,N,115.828917,-31.78744
QLD,PIALBA,WOOLWORTHS CALTEX,56 BOATHARBOUR DRIVE,4655,07 41248523,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,152.831848,-25.287581
QLD,KIRKWOOD,WOOLWORTHS CALTEX,CNR KIRKWOOD ROAD & DIXON DRIVE,4680,07 49790741,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,151.244927,-23.896246
NSW,CROWS NEST,CALTEX WOOLWORTHS,111-121 FALCON ST,2065,02 9922 2600,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,151.20603,-33.82868
NSW,CAMBRIDGE PARK,CALTEX,LOT 6 STAR COURT,2747,02 47303222,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,150.717057,-33.740227
VIC,BALLARAT,CALTEX,1117-1119 LA TROBE ST,3350,03 53361999,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,143.815484,-37.570552
VIC,BALLARAT,CALTEX,1117-1119 LA TROBE ST,3350,03 53361999,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,143.815484,-37.570552
VIC,CORIO,CALTEX,262-272 PRINCES HWY,3214,03 52751151,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,144.365824,-38.078176
VIC,CORIO,CALTEX,248 PRINCES HWY CNR HARPUR RD,3214,03 52751151,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,144.36471,-38.079095
VIC,GROVEDALE,CALTEX,168 TORQUAY RD CNR MARSHALLTOWN,3216,03 52419826,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,144.342387,-38.196345
NSW,PRESTONS,AMPOL,358 HOXTON PARK RD,2170,02 96081500,Y,Y,N,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,150.881805,-33.92788
SA,NRTH BRIGHTON,CALTEX,323-327 BRIGHTON RD,5048,08 83770303,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,138.521937,-35.005644
NSW,MANILLA,INDEPENDENT,70 COURT ST,2346,02 67851284,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,150.724871,-30.748373
SA,NRTH ADELAIDE,CALTEX,131-139 O'CONNELL ST,5006,08 82391829,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,138.595406,-34.90495
VIC,LEOPOLD,CALTEX,806-812 BELLARINE HWY,3224,03 52503085,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,144.470287,-38.190744
VIC,NEWTOWN,CALTEX,404-408 SHANNN AVE CNR WEST FYANS,3220,03 52218107,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,144.333254,-38.157673
SA,ADELAIDE,CALTEX,144 HUTT ST,5000,08 82233926,N,Y,N,Y,N,N,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,138.612274,-34.930228
NSW,COROWA,INDEPENDENT,280 HUME ST,2646,0438 243217,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,146.375685,-36.009949
QLD,MITCHELL,CALTEX,3 CAMBRIDGE ST,4465,07 46231125,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,1,Y,N,Y,146.155425,-26.486201
VIC,LOCKINGTON,CALTEX,9-11 LOCKINGTON ROAD,3563,03 54862683,N,Y,N,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,Y,144.535889,-36.269332
NT,YUENDUMU,INDEPENDENT,TANAMI ROAD,872,08 89564006,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,131.795285,-22.255391
VIC,TALLAROOK,CALTEX,LOT 2 HUME HIGHWAY,3659,,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,6,N,N,Y,145.099899,-37.063979
VIC,TALLAROOK,CALTEX,HUME HIGHWAY,3659,,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,6,N,N,Y,145.091535,-37.110937
SA,EDWARDSTOWN,CALTEX,1004 SOUTH RD,5039,08 82766590,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,138.573769,-34.981876
VIC,NUMURKAH,CALTEX,3221 GOULBURN VALLEY HWY,3636,03 58623235,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,1,N,N,Y,145.431762,-36.099605
SA,PROSPECT,CALTEX WOOLWORTHS,204-208 MAIN NRTH RD,5082,08 82694030,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,138.602378,-34.880972
NSW,NARRABEEN,CALTEX,1509-1511 PITTWATER RD,2101,02 9970 6998,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,151.296922,-33.704623
VIC,MILDURA,CALTEX,216 DEAKIN AVENUE,3500,03 50233383,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,142.153767,-34.192711
QLD,DIMBULAH,INDEPENDENT,22 STEPHENS ST,4872,07 40935178,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,1,N,N,N,145.105731,-17.14689
VIC,EDENHOPE,CALTEX,2 WIMMERA HWY,3318,0438 415558,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,4,N,N,N,141.303928,-37.03556
QLD,BUNDABERG SOUTH,CALTEX,143A TARGO ST CNR WALKER ST,4670,07 4153 5062,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,152.354824,-24.878282
QLD,ROBINA,CALTEX,MARKERI ST CNR ROBINA PARKWAY,4226,07 5593 1477,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,153.394198,-28.057056
VIC,MILL PARK,CALTEX,377 PLENTY RD BTWN CHILDS & CENTENA,3082,03 94368066,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,145.073532,-37.659863
NSW,LAKE HAVEN,CALTEX,GOOBARABAH AVE CNR GOROKAN DRIVE,2263,02 43932280,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,151.506496,-33.243351
VIC,GUNBOWER,CALTEX,22-26 MAIN ST MURRAY VALLEY HWY,3566,03 54871414,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,Y,144.36953,-35.955706
NSW,LONG JETTY,CALTEX WOOLWORTHS,431 THE ENTRANCE RD,2261,02 43333903,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,151.48281,-33.360384
NSW,BANRA POINT WEST,CALTEX,DARLINGTON DRIVE CNR LEISURE DRIVE,2486,07 5524 8255,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,153.532307,-28.212735
VIC,TARNEIT,CALTEX,MT DERRIMUT RD CNR SAYERS RD,3029,03 8742 2387,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,144.693,-37.8237
NT,TENNANT CREEK,CALTEX,84 PATERSON ST,860,08 89623112,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,134.191369,-19.645035
WA,WARNBRO,CALTEX WOOLWORTHS,301 WARNBRO SOUND AVE & BRISTOL ST,6169,08 95936100,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,115.758379,-32.328615
ACT,LYNEHAM,WOOLWORTHS CALTEX,661 NRTHBOURNE AVE (EXHIBITION CEN,2602,02 6255 4928,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,149.124,-35.2519
QLD,BLACKWATER,WOOLWORTHS CALTEX,48-50 RAILWAY STREET,4717,07 4982 6285,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,148.885344,-23.585557
VIC,ROSEBUD,SAFEWAY CALTEX,4-10 BONEO ROAD (CNR CAIRNS AVENUE),3939,03 5986 1882,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,144.889592,-38.360903
QLD,PARK RIDGE,CALTEX,3726-3730 MT LINDESAY HWY,4125,07 3297 0419,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,152.628203,-27.69659
QLD,PALMER RIVER,INDEPENDENT,LOT 1 MULLIGAN HWY,4871,07 40602020,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,145.007832,-16.942372
VIC,NHILL,CALTEX,94-100 VICTORIA ST,3418,,N,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,141.642172,-36.341095
WA,SCARBOROUGH,CALTEX,74 SCARBOROUGH BEACH RD,6019,08 92457914,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,115.764378,-31.894116
NSW,STRATHFIELD SOUTH,CALTEX,600 LIVERPOOL RD,2136,02 9642 1559,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,151.074925,-33.888211
TAS,LENAH VALLEY,CALTEX,101 AUGUSTA RD,7008,03 62284171,N,Y,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,147.296802,-42.865751
VIC,DIAMOND CREEK,CALTEX,103-109 MAIN HURSTBRIDGE RD,3089,03 9438 5740,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,145.162935,-37.674364
SA,FULLARTON,CALTEX,390 FULLARTON RD,5063,08 83794895,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,138.625871,-34.955769
SA,MENINGIE,CALTEX,75 PRINCES HIGHWAY,5264,0433 379677,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,Y,139.337089,-35.689766
NSW,BULAHDELAH,CALTEX,PACIFIC HWY,2423,02 4997 4328,N,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,Y,6,N,N,Y,152.215185,-32.400518
WA,LEEDERVILLE,CALTEX,319 VINCENT ST,6007,08 92423978,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,145.550426,-31.936491
QLD,BEENLEIGH,CALTEX,76 ALAMEIN ST CNR GEORGE ST,4207,07 3807 5400,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,153.203649,-27.715863
WA,KUNUNURRA,BP,596 BANDICOOT DR,6743,08 91691799,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,128.738547,-15.780569
WA,KUNUNURRA,BP,5 MESSMATE WAY,6743,08 91691188,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,128.739903,-15.778302
WA,CARNARVON,WOOLWORTHS CALTEX,90 - 92 ROBINSON ROAD  CNR WORRAMEL,6701,08 9941 4051,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,113.657,-24.8837
NSW,LEWISHAM,WOOLWORTHS CALTEX,774 PARRAMATTA RD CNR CARRINGTON ST,2049,02 95683861,Y,N,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,151.144,-33.8949
NSW,GRANVILLE,WOOLWORTHS CALTEX,158 CLYDE STREET  CNR REDFERN ST,2142,,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,151.011,-33.8359
QLD,OORALEA,WOOLWORTHS CALTEX,CNR CANECUTTERS RD & BOUNDARY RD,4740,,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,149.150222,-21.174016
QLD,WATERFORD,WOOLWORTHS CALTEX,17 GARDINER ROAD  CNR LOGAN RIVER R,4133,07 32875204,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,153.147,-27.7067
NSW,ROSEBERY,CALTEX WOOLWORTHS,321 GARDENERS RD,2018,02 93134072,Y,N,N,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,151.205923,-33.922843
SA,ST MARYS,CALTEX,1129-1131 CNR SOUTH RD & SOUTHERN A,5042,08 8277 8440,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,138.575132,-34.994444
VIC,BRIGHT,INDEPENDENT,76 GAVAN ST,3741,03 57551238,N,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,N,N,146.959312,-36.727934
QLD,BEACONSFIELD (MACKAY),CALTEX,47 BEACONSFIELD RD,4740,07 49427277,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,Y,N,1,Y,N,N,149.166965,-21.100816
WA,WEST SWAN,CALTEX,6639 WEST SWAN RD,6055,08 92743728,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,115.990779,-31.838968
VIC,CORRYONG,INDEPENDENT,33 DONALDSON ST,3707,02 60761150,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,147.905498,-36.193362
NSW,HAZELBROOK,CALTEX,198 GREAT WESTERN HIGHWAY,2779,02 4758 6744,Y,N,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,150.451479,-33.720836
VIC,ECHUCA,CALTEX,200 OGILVIE AVE,3564,0409 800 678,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,144.753082,-36.139906
VIC,KALKALLO,CALTEX,1340 HUME HWY,3064,03 9745 2600,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,3,N,N,N,144.948459,-37.525342
VIC,COBURG,CALTEX,265-267 SYDNEY RD,3058,03 9384 1182,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,144.965423,-37.747636
VIC,ASCOT VALE,CALTEX,1 EPSOM RD,3032,03 9370 0099,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,144.905381,-37.770631
TAS,GLENRCHY,CALTEX,323-325 MAIN RD,7010,03 62729914,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,147.281054,-42.8339
NSW,AMBARVALE,CALTEX,37 WOODHOUSE DR CNR WICKFIELD ST,2560,02 46276339,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,150.801964,-34.084384
NSW,HAMILTON,CALTEX,59-63 TUDOR ST CNR GORDON AVE,2303,02 49612753,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,151.750824,-32.924763
QLD,UPPER COOMERA,CALTEX,OLD COACH RD CNR COMMERCIAL RD,4209,406934801,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,153.302,-27.8703
VIC,MT BEAUTY,CALTEX,1 LAKESIDE AVE,3699,03 57544061,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,147.168257,-36.743087
NSW,MUSWELLBROOK,CALTEX,12-16 SYDNEY ST,2333,02 65413830,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,150.887817,-32.267524
VIC,RESERVOIR,CALTEX,931 HIGH ST,3073,03 94621306,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,145.008309,-37.712068
NSW,SHOALHAVEN HEADS,INDEPENDENT,52-54 SHOALHAVEN HEADS RD,2535,02 44487920,N,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,150.735707,-34.848152
WA,FALCON (MIAMI BEACH),CALTEX,2 BAROY ST,6210,08 95345602,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,115.659281,-32.580408
VIC,EPPING,CALTEX,206-212 COOPER ST,3076,03 94088588,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,145.011832,-37.65058
QLD,SUNNYBANK,CALTEX WOOLWORTHS,81 MAINS RD,4109,07 3344 2744,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,153.061841,-27.58447
NSW,INVERELL,CALTEX,139-141 OTHO ST CNR GLEN INNES RD,2360,02 67221300,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,151.114404,-29.778198
SA,MT. GAMBIER,WOOLWORTHS CALTEX,176 PENLA ROAD,5290,,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,140.791159,-37.807865
NSW,GOONELLABAH,WOOLWORTHS CALTEX,2 SIMEONI DRIVE,2480,02 6624 2830,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,153.32743,-28.822525
QLD,SELLHEIM,INDEPENDENT,10926 FLINDERS HIGHWAY,4816,07 47873587,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,146.415224,-20.007763
QLD,CLEVELAND,CALTEX WOOLWORTHS,19-23 SHORE ST CNR 2 GRANT ST,4163,07 3821 0225,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,153.253619,-27.524383
NSW,PEAKHURST,WOOLWORTHS CALTEX,742 FOREST ROAD,2210,,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,151.068034,-33.957625
VIC,COWES,SAFEWAY CALTEX,124 - 128 THOMPSON AVENUE,3922,,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,145.238881,-38.453222
VIC,TALLANGATTA,CALTEX,21 TOWONG STREET,3700,02 60712414,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,147.179758,-36.215573
NSW,HOWLONG,CALTEX,150 HAWKINS ST,2643,02 60265692,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,Y,146.640851,-35.981559
QLD,CLEVELAND,AMPOL,BLOOMFIELD ST CNR ROSS COURT,4163,07 3821 1602,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,153.266307,-27.532601
WA,DONGARA,INDEPENDENT,39 MORETON TCE,6525,,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,114.63071,-28.35759
VIC,ECHUCA,CALTEX,44-50 NRTHERN HIGHWAY,3564,0433 412 405,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,6,Y,N,Y,144.751159,-36.139741
VIC,HAWTHORN EAST,CALTEX,73 CAMBERWELL RD,3123,98828140,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,145.051809,-37.827002
VIC,SPRINGVALE,CALTEX,154-172 SPRINGVALE RD,3171,03 9548 3222,N,Y,N,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,145.153227,-37.946295
WA,PAYNES FIND,INDEPENDENT,GREAT NRTHER HIGHWAY,6612,,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,117.680854,-29.266455
TAS,SANDY BAY,CALTEX WOOLWORTHS,388 SANDY BAY RD,7005,03 6225 1204,N,Y,N,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,147.334805,-42.902414
VIC,DANDENNG,CALTEX,CNR GREENS & FRANKSTON-DANDENNG RD,3175,03 97922899,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,1,N,N,Y,145.21582,-38.015124
NSW,ELERMORE VALE,CALTEX,54 CARDIFF ROAD,2287,02 49511039,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,151.671948,-32.915562
NSW,WALBUNDRIE,INDEPENDENT,BILLABONG ST,2642,02 60299003,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,146.722312,-35.692161
NSW,KURMOND,INDEPENDENT,583 BELLS LINE OF ROAD,2757,02 45731204,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,150.683015,-33.550644
NSW,MORISSET,CALTEX,11 GATEWAY BOULEVARD,2264,02 4970 5088,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,151.47134,-33.116818
