Name,LocationNo,Street,Town,State,Postcode,Phone,Unlead,PremiumUnlead,BPUltimate, E10, Diesel, Any_Autogas, Hours_24, Trailers, LPGBottle, Toilets, CarWash, CleanGo, SuperWash, Other, Pay, EFTPOS, GIFT_CARD, ATM, Restaurant, TruckStops, Express, BP_UltimateDiesel,Latitude,Longitude
LAKE BOLAC LICENSED S/MARKET,5598,2124 GLENELG HIGHWAY,LAKE BOLAC,VIC,3351,03 5350 2220 ,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-37.71204784,142.8392652
Lake Grace Depot,6638,Dewer St,Lake Grace,WA,6353,08 9865 1221,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,-33.09961315,118.4642438
Lakeland Coffee House & Store,2375,Cnr Fosters Dr & Sesame Rd,Lakeland,QLD,4870,07 4060 2040,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,-16.92339705,145.773853
Lamont Transport,4731,75 Raleigh Street,Dimbulah,QLD,4872,07 4093 5440,y,n,n,n,n,n,n,n,n,n,n,n,n,,n,n,n,n,n,n,n,n,-17.14665819,145.1134393
Largs Bay North Dca,3308,Mildred Tce,Largs North,SA,5016,08 8347 6666,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,-34.81926904,138.5026048
Launceston Depot & Dca,7700,103 Gleadow Street,Inveresk,TAS,7248,03 6331 8455,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,-41.38879402,147.1446466
Lehmann Motors,940,214 Main St,Tarampa,QLD,4311,07 5426 1399,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-27.47407274,152.5786838
Leonora Depot,6145,24 Tower St,Leonora,WA,6438,08 9037 6124,Y,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,-28.88836184,121.330483
Leos Garage,2518,44 Dalley St,Mullumbimby,NSW,2482,02 6684 2315,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-28.55171247,153.4999511
Lightning Ridge Auto Village,5427,21 Opal Street,Lightning Ridge,NSW,2834,02 6829-0833,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,-29.42922421,147.9805489
Lismore Mechanical and Roadside,438,14-16 High Street,Lismore,VIC,3324,03 5596 2064,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,-37.95354262,143.3452713
Lockhart Roadhouse,5676,47 Urana Street,Lockhart,NSW,2656,02 69205531,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,-35.22090843,146.7134599
Longreach Service Station,8058,9 Wonga Street,Longreach,QLD,4730,07 4658 1136,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-23.44104075,144.2558631
Lotus Creek Tourist,8061,Lotus Creek Rd,Marlborough,QLD,4705,07 49507135,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,-22.55798582,149.1929264
Lowes St George DPT,7324,154-164 Grey ST,St George,QLD,4487,07 4625 3046,Y,Y,,,Y,,N,,,,,,,,,,,,,,N,N,-28.0450765,148.5901515
M&G Automotives,5996,60 Main Street,Warooka,SA,5577,(08) 8854 5138,y,y,n,n,y,n,n,n,n,n,n,n,n,,n,n,n,n,n,n,n,n,-34.98971294,137.3986671
Macksville Depot,2183,Partridge Street,Macksville,NSW,2447,02 6568 1331,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-30.70880236,152.9227508
Maleny Farm Supplies,1642,19 Macadamia Dr,Maleny,QLD,4552,07 5494 3008,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,-26.75540271,152.8424028
Mallala Fuel and Fodder,7064,3 Adelaide Rd,Mallala,SA,5502,08 8527 2011,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,,N,Y,N,N,N,N,N,N,-34.43917809,138.5103266
Manildra Service Station,2636,Lot 2 Keiwa St,Manildra,NSW,2865,02 6364 5379,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-33.1868225,148.6955565
Mann River Caravan Park,5469,4467 Gwydir Highway,Jackadgery,NSW,2460,02 6647 4662,Y,Y,N,N,Y,n,N,N,Y,Y,N,N,N,,N,N,n,Y,Y,N,N,N,-29.57680208,152.5507041
Mareeba Depot,4139,Biboohra Rd,Mareeba,QLD,4880,07 4092 1977,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,-16.99116406,145.4223806
Mckays Fuel Supplies,4881,Wallace St,Mount Perry,QLD,4671,07 4176 3244,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-25.18106939,151.6445875
Medowie Tyre & Auto,7379,201 Medowie Rd,Medowie,NSW,2318,02 4982 8304,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,-32.76518224,151.8833463
Meekatharra Corner Store,6076,16 Main St,Meekatharra,WA,6642,08 9981 1151,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,-26.59295258,118.4954801
Minnie Water Store,2500,5 Sandon Rd,Minnie Water,NSW,2462,02 6649 7586,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,-29.7689939,153.2948235
Mittagong Depot,2046,Cnr Priestly & Cavendish Sts,Mittagong,NSW,2575,02 4871 1538,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,-34.44988674,150.4336252
Ml Williams,1148,105 Henty Hwy,Beulah,VIC,3395,03 5390 2363,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-35.93483879,142.422352
Modern Motors,4400,Cnr Day & Sarah Sts,Tara,QLD,4421,07 4665 3144,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-27.27679146,150.4574149
Mooloolah Service Centre,4480,22 Karanne,Mooloolah,QLD,4553,07 5494 7433,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,-26.76454391,152.9635309
Moonie Crossroads,5323,Cnr Moonie & Leichhardt Hwys,Moonie,QLD,4406,07 4665 0200,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,-27.71704791,150.3700201
MOONIE CROSSROADS OPT,5947,CNR Leichhardt and Moonie Hwy,MOONIE,QLD,4406,0427 133 639,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,-27.71704754,150.3700196
Moonta Service Station,5140,2 George St,Moonta,SA,5558,08 8825 3577,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-34.06875787,137.5927991
Moora Depot,6123,Gardiner St,Moora,WA,6510,08 9651 1003,Y,N,Y,N,Y,N,Y,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,-30.65021167,116.013197
Mt Lambie Service Station,5449,1940 Great Western Hwy,Mount Lambie,NSW,2790,02 6355 6231,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,-33.45360115,149.9874032
Muchea Roadhouse & Store,6087,Brand Highway,MUCHEA,WA,6501,08 95714010 ,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,-31.52844561,115.9537262
Mudgee OPT,5944,1 Horatio Street,MUDGEE,NSW,2850,02 6372 7555,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-32.60047522,149.5963634
Mukinbudin Depot OPT,6905,Lot 161 Strugnell Street,Mukinbudin,WA,6479,08 9684 1286,Y,n,Y,n,Y,n,Y,Y,n,Y,n,n,n,,Y,Y,n,n,n,n,n,n,-30.91330563,118.2031129
Munglinup Roadhouse,6662,Tubada Street,MUNGLINUP,WA,6450,08 9075 1041,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-33.70453318,120.8604812
Murgon Roadhouse,620,1647 Bunya Highway,Murgon,QLD,4605,07 4168 1133,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-26.24026056,151.9366335
Murray River Caravan Park,109,27 Murray River Caravan Park,Boundary Bend,VIC,3599,03 5026 8201,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,-34.71663588,143.1525685
Murray Tractor Importers,2458,63 Hoddle Street,Robertson,NSW,2577,02 4885 1209,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-34.58918997,150.5934798
Murrayview Roadhouse,9061,10 Princes Hwy,Tailem Bend,SA,5260,08 8572 4133,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,-35.26566258,139.4577422
Nangar Service Station,1112,76 Rodd St,Canowindra,NSW,2804,02 6344 1055,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-33.56127943,148.6677044
Nannup Service Station,6119,70 Warren Rd,Nannup,WA,6275,08 9756 1194,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-33.98145486,115.7649394
Narellan Service Station,929,276 Camden Valley Way,Narellan,NSW,2567,02 4647 8581,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-34.04176652,150.730934
Narromine BP,2181,Cnr Mitchell Hwy & Third Ave,Narromine,NSW,2821,02 6889 1323,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,-32.24174036,148.2367296
Newdegate Roadhouse,5572,8 Maley Street,Newdegate,WA,6355,08 9871 1570,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,-33.09390002,119.0240802
Ngiyali Road House,6672,158 GREAT NORTHERN HIGHWAY,FITZROY CROSSING,WA,6765,08 91915366,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,-18.19977187,125.5686102
Nightowl Southport,3245,Cnr Ferry Rd & Cotlew St East,Southport,QLD,4215,07 5532 7300,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,-27.99084535,153.4125767
Nortons General Store,1743,13 Mount Leyshon Rd,Charters Towers,QLD,4820,07 4787 1293,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,-20.08767241,146.2630268
Nungarin General Store,5999,36 Railway Avenue,Nungarin,WA,6490,08 9046 5003,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-31.18461476,118.1012274
Nyngan Truck & Travellers Stop,5896,180 Mitchell Highway,Nyngan,NSW,2825,02 6832 2188,Y,Y,Y,n,Y,n,n,n,n,Y,n,n,n,,n,Y,n,n,Y,n,n,n,-31.62035861,147.3064582
Oakville Depot,2515,225 Saunders Rd,Oakville,NSW,2765,02 4572 3131,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-33.61653938,150.8741595
Oatlands BP,707,52 High St,Oatlands,TAS,7120,03 6254 1533,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-42.30077098,147.3694884
On the Run Evanston,7219,496 Main North Road,Evanston,SA,5116,08 8522 2317,,,,,,,,,,,,,,,,,,,,,,,-34.62259188,138.7391616
OPT Bencubbin,6909,Lot 65 Brown Street,Bencubbin,WA,6477,08 9684 1286,N,Y,n,n,Y,n,Y,n,n,n,n,n,n,,n,Y,n,n,n,n,n,n,-30.81160764,117.8638409
OPT BP Cobar,6138,65 Marshall Street,Cobar,NSW,2835,n/a,Y,n,n,n,Y,Y,Y,n,n,n,n,n,n,,n,Y,n,n,n,n,n,n,-31.49745293,145.8359042
OPT BP Dalby roadhouse,3832,15 Drayton Street,Dalby,QLD,4405,07 4662 2938,y,y,n,n,y,n,n,n,n,n,n,n,n,,n,y,n,n,n,n,n,n,-27.17984888,151.2601631
OPT BP Mingenew Depot,6910,Mingenew Rd,Mingenew,WA,6522,08 9921 0100,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,-29.20883094,115.4419645
OPT Colac West,3913,340Princess Hwy,Colac,VIC,3250,03 5231 2036,n,n,n,n,Y,n,n,n,n,n,n,n,n,,n,Y,n,n,n,n,n,n,-38.34004261,143.58444
OPT Colinton,6846,Daguilar Hwy,Colinton,QLD,4306,07 5423 5180,y,y,n,n,y,n,n,n,n,n,n,n,n,,n,y,n,n,n,n,n,n,-26.91555594,152.3031124
OPT Corrigin,2287,1 Walton Street,Corrigin,WA,6375,08 9063 2014,Y,n,Y,n,Y,n,Y,n,n,n,n,n,n,,Y,Y,n,n,n,n,n,n,-32.33334037,117.873348
OPT Eugowra,6717,17 Oberon Street,Eugowra,NSW,2806,n/a,y,y,n,n,y,n,y,n,n,n,n,n,n,,n,y,n,n,n,n,n,n,-33.43071163,148.3753585
OPT Gilgandra,6139,84 Miller Street,Gilgandra,NSW,2827,02 6847 1699,Y,Y,N,N,Y,y,y,n,N,N,N,N,N,,n,Y,n,n,N,n,n,n,-31.70888827,148.6715776
OPT Jerramungup,6933,5 Memorial Drive,Jerramungup,WA,6337,08 9835 1531,Y,n,n,n,Y,y,Y,n,n,n,n,n,n,,n,Y,n,n,n,n,n,n,-33.9399024,118.9181169
OPT Kables (Orange),1913,76 Piesley Street,Orange,NSW,2800,n/a,Y,Y,n,n,Y,n,n,n,n,n,n,n,n,,n,Y,n,n,n,n,n,n,-33.29011249,149.1025279
OPT Kadina (Dermody),3268,27 Agery Rd,Kadina,SA,5554,n/a,n,n,n,n,y,y,y,n,n,n,n,n,n,,n,y,n,n,n,n,n,n,-33.96900426,137.7170142
OPT Kelannie Depot,6904,Lot 128 Rolinson Drive,Kelannie,WA,6468,08 9684 1286,N,Y,Y,n,Y,n,Y,n,n,n,n,n,n,,n,Y,n,n,n,n,n,n,-29.98480443,117.2676151
OPT Miles,6535,85 Murilla Street,Miles,QLD,4415,07 4627 1162,y,y,n,n,y,n,y,n,n,n,n,n,n,,n,y,n,n,n,n,n,n,-26.65952114,150.1869621
OPT Moora,6700,Gardiner Street,Moora,WA,6510,,N,Y,Y,n,Y,n,Y,n,n,n,n,n,n,,Y,Y,n,n,n,n,n,n,-30.65020694,116.013199
OPT Morawa Depot,6906,Wubin Road,Morawa,WA,6623,08 9921 0100,Y,N,Y,N,Y,n,Y,N,N,N,N,N,N,,N,Y,Y,Y,Y,N,N,N,-29.24837109,116.0120156
OPT Northam,6657,16 Mitchell Ave,Northam,WA,6401,08 9622 1744,Y,n,Y,n,Y,n,Y,n,n,n,n,n,n,,n,Y,n,n,n,n,n,n,-31.65372524,116.6624079
OPT Reliance Laverton,6143,6 Cox St,Laverton,WA,6440,08 9201 8666,n,n,n,n,Y,n,Y,n,n,n,n,n,n,,n,Y,n,n,n,n,n,n,-28.62394309,122.39647
OPT Strahan Wharf,7827,Strahan Wharf,Strahan,TAS,7468,N/A,n,n,n,n,y,n,y,n,n,n,n,n,n,,n,y,n,n,n,n,n,n,-42.15347301,145.3281251
OPT Traralgon,5713,23 Shakespeare Street,Traralgon,VIC,3844,03 5174 1138,y,y,n,n,y,n,n,n,n,n,n,n,n,,n,y,n,n,n,n,n,n,-38.20076517,146.5367708
OPT Waratah,7883,Smith St,Waratah,TAS,7321,,n,n,n,n,Y,n,Y,n,n,n,n,n,n,,n,Y,n,n,n,n,n,n,-41.44457191,145.5287521
OPT Whaleback,6046,1 Newman Drive,Newman,WA,6753,08 9177 8023,n,n,n,n,y,n,n,n,n,n,n,n,n,,n,y,n,n,n,n,n,n,-23.35227097,119.7396004
OPT Wimmera Bridge,2452,43 OCallaghans Parade,Horsham,VIC,3400,03 5382 1028,n,n,Y,n,Y,n,n,n,n,n,n,n,n,,n,Y,n,n,n,n,n,n,-36.72234808,142.2045379
OPT Wodonga,2284,60 Hovell Street,Wodonga,VIC,3690,02 6056 2533,n,n,n,n,y,n,y,n,n,n,n,n,n,,n,y,n,n,n,n,n,n,-36.11726815,146.8933162
OPT Wongan Hills,6301,Lot 13 Wongan Rd,Wongan Hills,WA,6603,08 9671 1057,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,N,-30.89885215,116.7211547
OPT Zeehan,7021,258 Main Street,Zeehan,TAS,7469,n/a,y,n,n,n,y,n,y,n,n,n,n,n,n,,n,y,n,n,n,n,n,n,-41.88191014,145.3321314
OPT2 Canning Vale,6729,13-15 Bannister Rd,Canning Vale,WA,6155,08 9353 2566,n,n,n,n,y,n,y,n,n,n,n,n,n,,n,y,n,n,n,n,n,n,-32.05961164,115.9308453
Ord River Roadhouse,4700,5 Messmate Way,Kununurra,WA,6743,08 9169 1188,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,-15.7793304,128.7398379
OUTBACK TRAVEL CENTRE NEWMAN,3097,Lot 10 Great Northern Hwy,Newman,WA,6753,08 9175 1535,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,y,N,Y,N,N,N,-22.71593105,119.0478782
Padthaway Deli,2240,20 Memorial Dr,Padthaway,SA,5271,08 8765 5062,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,-36.60013207,140.4915889
Park Beach Mini Mart,5444,33 Ocean Parade,Coffs Harbour,NSW,2450,02 66523144,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,-30.29055256,153.1380589
Pat & Tina Service Station,332,176 Numurkah Road,Shepparton,VIC,3630,03 5821 5869,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-36.35416196,145.4015856
Pattersons,2542,Burrendong Way,Stuart Town,NSW,2820,02 6846 8341,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,-32.7787737,149.0454867
Pemberton Garage,6433,84 Brockman Street,Pemberton,WA,6260,08 9776 1288,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-34.44365042,116.0370035
Penoil Service Station,4008,131 Dawson St,Lismore,NSW,2480,02 6621 4502,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,-28.81276964,153.2783481
Phillips Mini Mart (BP OBERON),7244,84 Oberon Street,OBERON,NSW,2787,02 6336 0023,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,-33.70496157,149.860457
Pitt Town Convenience Store,8469,Cnr Bathurst & Chatham Sts,Pitt Town,NSW,2756,02 4572 3962,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-33.58725446,150.8598729
Port Augusta Dca,5335,Old Tarcoola Rd,Port Augusta West,SA,5700,08 8642 6022,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,-32.47054783,137.7389706
Port Hedland Dca,6246,973 Leehey St,Wedgefield,WA,6724,09 9173 1846,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,-20.36994235,118.5859256
Port Vincent Service Station,9193,14 - 16 Main St,Port Vincent,SA,5581,08 8853 7336,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-34.7784814,137.859522
Port Wakefield Truckstop,5920,22 Snowtown Rd,Port Wakefield,SA,5550,08 88671104,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-34.1695698,138.1549019
Portland Automotive,4615,35-37 Williewa St,Portland,NSW,2847,02 6355 5397,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-33.35295343,149.9803029
Price'S Service Centre,8614,25 Louee St,Rylstone,NSW,2849,02 6379 1016,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-32.79550171,149.9712161
Priestleys Roadhouse,4173,8 Flinders Hwy West,Hughenden,QLD,4821,07 4741 1811,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,-20.84524212,144.2000399
Pt Turton General Store,5998,72 Bayview Road,Point Turton,SA,5575,08 88545243,Y,Y,n,n,Y,N,n,n,n,n,n,n,n,,n,n,N,n,n,n,n,n,-34.94674846,137.3534344
Pyrenees BP,9747,39 High Street,Navarre,VIC,3384,03 5357 4288,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,-36.89963083,143.1132169
RAAF Base Tindel (DSS),1747,RAAF Base,TINDAL RAAF,NT,853,08 8973 6201,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-14.51207716,132.388316
Raff Farm Supplies,5985,116 Yandilla Street,Pittsworth,QLD,4356,07 4693 2651,Y,Y,Y,n,Y,n,n,n,n,n,n,n,n,,n,Y,n,n,n,n,n,n,-27.71705317,151.6320167
Rainbow Beach Holiday,8064,Rainbow Beach Rd,Rainbow Beach,QLD,4581,07 5486 3222,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,-25.919443,153.0887402
Rathdowney Motors,4568,Mount Lindesay Hwy,RATHDOWNEY,QLD,4287,,Y,,,,Y,,,,,,,,,,,,,,,,,,-28.20552473,152.8657428
RDD - BP Calcium,6754,4545 Flinders Highway,Reid River,QLD,4816,07 4770 6144,,,,,,,,,,,,,,N,,,,,,,,,-19.70626053,146.8374629
RDD - BP Gold City Roadhouse,6755,71-93 Thompson Street,CHARTERS TOWERS,QLD,4820,07 4787 7430,Y,,,,Y,,,,,,,,,,,,,,,,,,-20.09671888,146.2519476
RDD - Yabulu,6756,1293 Bruce Highway,Yabulu,QLD,4818,,Y,,,,Y,,,,,,,,,,,,,,,,,,-19.21651335,146.6037444
RDD Barossa Service Station,7053,13 North Street,ANGASTON,SA,5353,08 8564 2270,,,,,,,,,,,,,,,,,,,,,,,-34.50146405,139.0528753
RDD Bloomsbury,7282,8514 Bruce Highway,BLOOMSBURY,QLD,4799,07 4947 5739,Y,,Y,,Y,n,,Y,Y,Y,,,,,,Y,Y,Y,Y,,,,-20.70347264,148.5958009
RDD G and C Tyres,7070,43 Kitchener Street,PETERBOROUGH,SA,5422,08 8651 2165,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,-32.97200147,138.839011
RDD G M Hitch Auto Repairs,7068,36 Main Street,WILMINGTON,SA,5485,08 8667 5204,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,,N,Y,N,N,N,N,N,N,-32.65058965,138.0984348
RDD Gibbs Garage,7066,29 Second Street,ORROROO,SA,5431,08 8658 1103,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,-32.73467421,138.6156634
RDD HT Harslett Gladstone,6992,16 East Terrace,GLADSTONE,SA,5473,08 8662 2011,Y,,,,Y,,,,,,,,,,,,,,,,,,-33.26725623,138.3564981
RDD Morgan Roadhouse and Cafe,7067,14-18 Fourth Street,MORGAN,SA,5320,08 8540 2206,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,,N,Y,N,Y,Y,N,N,N,-34.03217527,139.6693706
RDD Northern Machinery,7041,1 Herbert Street,LAURA,SA,5480,08 8663 2505,,,,,,,,,,,,,,,,,,,,,,,-33.18857621,138.3008458
RDD Racecourse,7287,26256 Peak Downs Highway,MACKAY,QLD,4740,07 4952 6206,Y,,,,Y,,,,,,,,,,,,,,,,,,-21.16645907,149.1311889
RDD Terowie Roadhouse Motel,7071,1 Barrier Highway,TEROWIE,SA,5421,08 8659 1082,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-33.13447513,138.9345177
RDD-BP South East Service Station,9023,46 Gordon Street,Naracoote,SA,5271,08 8762 2266,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,,N,Y,N,Y,N,N,N,N,-36.96180752,140.7403571
Red Cliffs Auto & Marine,104,2 Ilex St,Red Cliffs,VIC,3496,03 5024 2275,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-34.30514296,142.1875352
Redesdale Store,9966,2609 Main Rd,Redesdale,VIC,3444,03 5425 3154,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,-37.02125883,144.532021
Reliance Cooroy,5222,2 Diamond St,Cooroy,QLD,4563,07 5447 6996,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,-26.41711697,152.9119589
Renmark (Outdoor Payment Terminal),7198,364 Renmark Ave,Renmark,SA,5341,408822646,N,N,N,N,Y,N,Y,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,-34.18521471,140.732743
Rhythym Snow Sports,983,8 Sharp St,Cooma,NSW,2630,02 6452 2303,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-36.23030902,149.1347851
Richards Service Station,3375,163 Main Street,Rutherglen,VIC,3685,02 6032 8663,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-36.05283655,146.4581466
Riverstone Service Station,2182,196 Riverstone Parade,Riverstone,NSW,2765,02 9627 1435,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-33.66455646,150.8549155
Roadrunner Roadhouse,3259,25 Flinders Highway,Cloncurry,QLD,4824,07 4742 1416,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,-20.74579707,140.5609712
Robert Cox Motors,9965,51 - 57 High St,Maldon,VIC,3463,03 5475 2381,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,-36.99845318,144.0681329
Roger Moore Fuel Service,2572,76 Hope St,Warialda,NSW,2402,02 6729 1570,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,-29.54096828,150.5766221
Roseworthy Roadhouse,5476,Main North Road,Roseworthy,SA,5371,08 8524 8126,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,-34.5224022,138.7520115
Ross Newsagency,7153,36 Church St,Ross,TAS,7209,03 6381 5233,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,-42.03008605,147.4917547
