Name, LocationNo, Street, Town, State, Postcode, Phone, Unlead, PremiumUnlead, BPUltimate, E10, Diesel, Any_Autogas, Hours_24, Trailers, LPGBottle, Toilets, CarWash, CleanGo, SuperWash, Other, Pay, EFTPOS, GIFT_CARD, ATM, Restaurant, TruckStops, Express, BP_UltimateDiesel,
BP Somerset,617,93 Bass Hwy,Somerset,TAS,7322,03 6435 1413,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,
BP Sorell,650,38 Gordon St,Sorell,TAS,7172,03 6265 2422,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Sorrento,6512,128 West Coast Dr,Sorrento,WA,6020,08 9448 1424,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,
BP South Broken Hill,2521,90 Patton St,Broken Hill,NSW,2880,08 8088 5616,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP South Bunbury,1875,190 Spencer St,South Bunbury,WA,6230,08 9721 3704,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP South Coast Marine,5857,25 Hutchinson Street,Goolwa,SA,5214,08 8555 2211,Y,n,Y,n,Y,n,n,n,n,Y,n,n,n,,n,Y,n,n,n,n,n,n,
BP South Coffs Harbour,2279,380 Pacific Hwy,Coffs Harbour,NSW,2450,02 6658 0488,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,
BP South Cranbourne,4593,1025 - 1045 Frankston-Cranbourne Rd,Cranbourne,VIC,3977,03 5995 2544,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,
BP South Glenrowan,3293,Hume Hwy,Glenrowan,VIC,3675,03 5766 2614,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP South Hedland,1928,Cnr Thossell & Forrest Circle,South Hedland,WA,6722,08 9172 1680,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP South Moorebank,8491,80 Heathcote Rd,Moorebank,NSW,2170,02 9822 4914,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP South Rockhampton,1496,168 Gladstone Rd,Rockhampton,QLD,4700,07 4922 4651,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP South Service Station,9025,114 Swanport Road,Murray Bridge,SA,5253,08 8532 2134,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,
BP South Shepparton,3189,Goulburn Valley Hwy,Shepparton,VIC,3631,03 5823 2070,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP South Turramurra,9575,213 Kissing Point Rd,South Turramurra,NSW,2074,02 9144 5813,N,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP South West Highway,6824,269 South Western Highway,Armadale,WA,6112,08 9497 9013,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,
BP Southbound,688,34 William St,Devonport,TAS,7310,03 6424 4284,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Southbridge,9031,186 Main North Rd,Clare,SA,5453,08 8842 4205,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Southern Cross,1932,Cnr Great Eastern Hwy & Spicia St,Southern Cross,WA,6426,08 9049 1162,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,
BP Southgate,5832,Cnr Ray Jones Dve & Kate St,PORTSMITH,QLD,4870,07 4033 0355,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Southvale,3217,Cnr Rose & Bell Sts,Coburg,VIC,3058,03 9350 4443,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Spencer Park,6690,27 Angove St,Albany,WA,6330,08 9841 3813,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Springwood,2493,28 Great Western Hwy,Valley Heights,NSW,2777,02 4751 6191,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP St George,1498,85 Victoria St,St George,QLD,4487,07 4625 3425,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,
BP St Helens,666,6 Circassion St,St Helens,TAS,7216,03 6376 2843,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP St Peters,5970,1 Harrow Road,St Peters,SA,5069,08 8362 1112,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,
BP STAFFORD,7301,475 Stafford Rd,Stafford,QLD,4053,07 3352 4983,Y,Y,Y,,Y,,N,,,,,,,,,,,,,,N,N,
BP Stanley Street East,3301,979 Stanley Street,East Brisbane,QLD,4169,07 3393 1383,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Stawell,5478,57  Longfield Street,Stawell,VIC,3380,03 5358 1241,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,
BP Steel River,5823,15 Murray Dwyer Circuit,Mayfield West,NSW,2304,02 4968 9781,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,
BP Stewart Street Bathurst.,7380,257 Stewart Street,Bathurst,NSW,2795,02 6332 4499,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Strahan,7061,7 Reid St,Strahan,TAS,7468,03 6471 7218,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Stratford,3058,25 Tyers St,Stratford,VIC,3862,03 5145 6502,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Strathdale,5524,125 Condon Street,Bendigo,VIC,3550,03 5441 7511,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Subiaco,6345,Cnr Thomas & Hammersley Sts,Subiaco,WA,6008,08 9382 2281,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Summer Hill,2277,3 Carlton Cres,Summer Hill,NSW,2135,02 9716 6092,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Sunnybank,1502,Cnr Mains Rd & Musgrave Rd,Sunnybank,QLD,4109,07 3349 8032,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Sunnyholt,778,Cnr Sunnyholt Rd & Forge St,Blacktown,NSW,2148,02 9672 3733,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Supremacy,3225,Cnr Nepean Hwy & Swanston St,Mentone,VIC,3194,03 9583 4992,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Surrey Downs,9274,664 Golden Grove Rd,Surrey Downs,SA,5126,08 8289 5177,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Surry Hills,965,411 Cleveland St,Redfern,NSW,2016,02 9319 5027,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,
BP Swan Hill,15,410 Campbell St,Swan Hill,VIC,3585,03 5032 3700,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,
BP Tailem Bend Roadhouse,9026,Princes Highway,Tailem Bend,SA,5260,08 8572 3976,Y,Y,Y,N,,Y,Y,N,Y,Y,N,N,N,,Y,Y,N,Y,Y,N,N,N,
BP Takalvan Street,2043,10 Takalvan St,Bundaberg,QLD,4670,07 4154 3522,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Tall Timbers Motel & Caravan Park,5424,Kennedy Highway,Ravenshoe,QLD,4888,07 4097 6325,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,
BP Tallangatta,5569,13 Towong Street,Tallangatta,VIC,3700,02 6071 3001,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Tamworth Bridge St RDD,7196,17 Bridge Street,TAMWORTH,NSW,2340,02 6765 8354,Y,,Y,,Y,,,,,,,,,,,,Y,,,,,,
BP Taradale,5462,Calder Highway,Taradale,VIC,3447,03 5423 2478,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Tarcoola,6302,Lot 84 Brand Highway,Geraldton,WA,6530,08 9964 2990,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,,N,Y,N,Y,Y,N,N,N,
BP Tarneit,5801,CORNER OF DERRIMUT ROAD AND SAYERS ROAD,TARNEIT,VIC,3029,03 8742 1099,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,
BP Taylors Lakes,3427,Cnr Keilor - Melton Hwy & Village Ave,Taylors Lakes,VIC,3038,03 9390 9000,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Tea Gardens,5975,1 Mayall Quays Boulevard,Tea Gardens,NSW,2324,02 4960 8211,Y,Y,Y,n,Y,Y,n,n,Y,Y,n,n,n,,n,Y,n,n,Y,n,n,n,
BP Tecoma,119,1524 Burwood Hwy,Tecoma,VIC,3160,03 9754 2174,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,
BP Temora,1332,Victoria St,Temora,NSW,2666,02 6977 2339,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Tennant Creek Auto,8002,216 Stuart Highway,Tennant Creek,NT,860,08 8962 2626,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,
BP Tenterfield,1788,Cnr High St & Logan St,Tenterfield,NSW,2372,02 6736 1207,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Thangool,7316,Bernette Hwy,Thangool,QLD,4716,07 4995 8311,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,
BP The Gap,1504,850 Waterworks Rd,The Gap,QLD,4061,07 3300 2236,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,
BP The Gap,9303,73 Gap Rd,Alice Springs,NT,870,08 8952 3661,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,
BP The Lakes,1903,Cnr Great East & Great Sth Hwy,The Lakes,WA,6556,08 9572 6025,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,
BP Theodore,4774,53 The Boulevard,Theodore,QLD,4719,07 4993 1348,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Thornlands,2546,Bloomfield St & South St,Thornlands,QLD,4164,07 3286 1235,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Thornton,5519,5 Glenwood Drive,Thorton,NSW,2322,02 4964 4390,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,
BP Tin Can Bay,5696,23 Tin Can Bay Road,Tin Can Bay,QLD,4580,07 5486 4178,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Tingalpa,1316,Cnr Manly Rd & Wynum Rds,Tingalpa,QLD,4173,07 3348 8838,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Tivoli,4483,47 Mount Crosby Rd,Tivoli,QLD,4305,07 3281 6092,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Tomingley Store & Station,8590,Newell Hwy,Tomingley,NSW,2869,02 6869 3209,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,
BP Toora,6982,26 Foster Rd,Toora,VIC,3962,03 5686 2324,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,,N,Y,Y,Y,N,N,N,N,
BP Toowoomba DCA,9121,Anzac Avenue,Drayton North,QLD,4350,07 4630 1777,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,
BP Torbanlea,6962,25165 Bruce Highway,Torbanlea,QLD,4662,07 4129 4177,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,,N,Y,Y,Y,Y,n,N,N,
BP Tornik,5730,8 Duncans Lane,Clarenza,NSW,2460,02 6643 1030,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,y,N,N,N,N,N,
BP Tourist Truckstop (North Rockhampton),7285,351 Yaamba Road,NORTH ROCKHAMPTON,QLD,4701,07 4928 4755,Y,Y,Y,,Y,n,,N,N,,N,N,,,,Y,Y,N,N,,N,,
BP Tower House,1554,9 Caroline St,Mitchell,QLD,4465,07 4623 1130,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,
BP Townsville Truckstop,1600,Racecourse Rd,Fairfield,QLD,4810,07 4778 3000,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,N,Y,Y,Y,N,N,
BP Tranmere,7320,172 Glynburn Rd,Tranmere,SA,5073,08 8333 9760,Y,Y,Y,,N,Y,N,,,,,,,,,,,,,,N,Y,
BP Traralgon,3054,Lot 1 Princes Hwy,Traralgon,VIC,3844,03 5174 1788,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Travel Centre Yeppoon,5666,Corner Hoskyns & Fairfax Court,YEPPOON,QLD,4703,07 4930 2991,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,y,Y,Y,N,N,N,
BP Triabunna Service Station,5754,21 Tasman Hwy,TRIABUNNA,TAS,7190,03 6257 3305,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Tucabia,1306,12 Cordini St,Tucabia,NSW,2462,02 6644 8225,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,
BP Tugun,1507,468 Golden Four Dr,Tugun,QLD,4224,07 5534 2744,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,Y,
BP Tully North,5508,Bruce Highway,Tully North,QLD,4854,07 4068 1069,Y,y,Y,N,Y,N,N,N,n,Y,N,N,N,,N,Y,Y,N,N,N,N,N,
BP Tumbi Umbi,361,Cnr Wyong Rd & Mingara Dr,TUMBI UMBI,NSW,2261,02  4389 8775,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Tweed,1245,1106 Great Western Hwy,Lithgow,NSW,2790,02 6352 3442,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Twin Rivers,2455,Bruce Hwy,Deeral,QLD,4871,07 4067 5387,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,
BP Two Wells,5042,Old Port Wakefield Rd,Two Wells,SA,5501,08 8520 2332,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Ulverstone,614,58 Main St,Ulverstone,TAS,7315,03 6425 2251,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Underwood,250,2806 Logan Road,Underwood,QLD,4119,07 384 14077,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,
BP Upper Coomera,7321,CNR DAYS & OLD COACH ROAD,UPPER COOMERA,QLD,4209,07 5502 6666,Y,Y,Y,,,,,,,,,,,,,,,,,,N,Y,
BP Viaduct,1323,190 Peel St,Tamworth,NSW,2340,02 6766 2820,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Victor Harbor,5343,310 Port Elliot Rd,Victor Harbor,SA,5211,08 8552 3929,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Victoria Road,4746,898-902 Victoria Road,WEST RYDE,NSW,2114,02 9809 7977,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Victoria Street,3713,137 Victoria St,Geelong North,VIC,3215,03 52721075,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,
BP Wacol Truck Stop,4888,Cnr Boundary Road & Progress Rd,Wacol,QLD,4076,07 3271 1885,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Wagga South,1240,31 Bourke St,Wagga Wagga,NSW,2650,02 6925 0550,Y,Y,Y,N,Y,y,n,N,Y,Y,N,N,N,,N,Y,Y,N,N,n,n,n,
BP Wagga Wagga,3716,172 Edwards St (Cnr Fox St),Wagga Wagga,NSW,2650,02 6921 1323,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Wagin,1266,20 Tudhoe St,Wagin,WA,6315,08 9861 1268,Y,N,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,
BP Waikiki,1858,Cnr Safety Bay & Malibu Rds,Waikiki,WA,6169,08 9527 3532,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Wallacia,5780,1595 Mulgoa Road,Wallacia,NSW,2745,02 4773 8883,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Wallaroo,6974,2 Victoria St,Wallaroo,SA,5556,08 5532 3691,Y,Y,Y,n,Y,y,n,Y,Y,Y,n,n,n,,n,y,y,n,n,n,n,n,
BP Wallsend,5771,103 Newcastle Rd,Wallsend,NSW,2287,02 4955 9396,Y,Y,Y,N,Y,n,n,n,n,Y,n,n,n,,n,Y,n,n,n,n,n,n,
BP Walpeup Garage,182,Cregan Street,Walpeup,VIC,3507,03 5094 1347,Y,Y,n,n,Y,n,n,n,n,n,n,n,n,,n,Y,n,n,n,n,n,n,
BP Walpole,7330,18 Nockolds St,Walpole,WA,6398,08 9840 1025,Y,,Y,N,Y,N,,N,Y,Y,N,N,N,,N,Y,,Y,Y,N,,,
BP Wamuran,2988,1120 DAnguilar Hwy,Wamuran,QLD,4512,07 5496 6966,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,
BP Wandoan,1624,4 Zupps Rd,Wandoan,QLD,4419,07 4627 4233,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,
BP Wanneroo,1839,599 Wanneroo Rd,Wanneroo,WA,6065,08 9405 1113,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Wardell,1359,Cnr Pacific Hwy & Fitzroy St,Wardell,NSW,2477,02 6683 4252,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Warners Bay,1017,Cnr The Esplanade & King St,Warners Bay,NSW,2282,02 4948 8059,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,
BP Warrawong,7353,42 - 46 King Street,Warrawong,NSW,2502,02 4276 4643,Y,Y,Y,Y,Y,,,,,,N,N,N,N,,,,,,,N,N,
BP Warrego Highway,1666,1505 WARREGO HIGHWAY,BLACKSOIL,QLD,4306,07 3201 8782,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,
Bp Warrnambool,6892,Princess Hwy and Mahoneys Road,Warrnambool,VIC,3280,03 5561 7498,Y,Y,Y,n,Y,Y,Y,n,n,Y,n,n,n,,n,Y,n,Y,Y,n,n,n,
BP Waterford,1653,Cnr Nerang St & Kingston Sts,Waterford,QLD,4133,07 3200 8564,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Watson,7177,110 Federal Highway,Watson,ACT,2602,02 6242 7624,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,
BP Waurn Ponds,5054,176 Princes Hwy,Waurn Ponds,VIC,3216,03 5244 0900,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Wellington,1365,Cnr Arthur & Maxwell Sts,Wellington,NSW,2820,02 6845 3000,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,
BP Wellington Point,1748,402 Main Rd,Wellington Point,QLD,4160,07 3822 8288,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,
BP Wentworthville,9579,Cnr Station & Pritchard Sts,Wentworthville,NSW,2145,02 9631 9288,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Werribee,3321,Cnr Bulban & Walls Rd,Werribee,VIC,3030,03 9749 8120,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Werrington,9568,569 Great Western Hwy,Werrington,NSW,2747,02 9623 1539,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP West Ballarat - Iga,5422,1601 Sturt Street,Ballarat,VIC,3350,03 5334 1211,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP West Cabramatta,3024,Cnr Cumberland Hwy & Cabramatta Rd,Cabramatta,NSW,2166,02 9600 7933,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,
BP West Dubbo,2586,98 Victoria St,Dubbo,NSW,2830,02 6882 2688,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP West Lakes,2291,44 Foster St,Lake Cargelligo,NSW,2672,02 6898 1368,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP West Sunshine,4459,66 Hampshire Rd,Sunshine,VIC,3020,03 9364 8660,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP West Yagoona,5582,740 Hume Highway,Yagoona,NSW,2199,02 9644 6200,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Westernport Highway,5443,910 Thompsons Road,Cranbourne West,VIC,3977,03 9702 7444,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,
BP Westgate,6220,85 Queen Victoria St,Fremantle,WA,6160,08 9335 9066,Y,N,Y,N,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,Y,
BP Westport,9285,563 Port Rd,West Croydon,SA,5008,08 8346 1318,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Whaleback,6039,Cnr Cowra & Newman Dr,Newman,WA,6753,08 9177 8023,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,
BP Whitebridge,7328,170 Dudley Rd,Whitebridge,NSW,2290,,,Y,Y,,Y,,N,,,,,,,,,,,,,,,N,
BP Whitehall,5891,cnr Whitehall and Napier Street,Footscray,VIC,3011,03 9689 8973,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,Y,N,N,
BP Whitsunday,8365,112 Shute Harbour Rd,Cannonvale,QLD,4802,07 4946 6259,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,y,Y,N,N,N,N,
BP Willaston,9060,26 Main North Rd,Willaston,SA,5118,08 8522 1238,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP Williams,1938,16 Albany Hwy,Williams,WA,6391,08 9885 1135,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,N,
BP Williamstown,3,261 - 269 Melbourne Rd,Newport,VIC,3015,03 9391 7625,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,
BP Wimmera Bridge,527,43 Ocallaghans Pde,Horsham,VIC,3400,03 53821028,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,
BP Winchelsea,3707,97 - 105 Willis Street,Winchelsea,VIC,3241,03 5267 2293,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,
BP Wingfield Truckstop,9001,Cnr Grand Junction & Dunstan Sts,Wingfield,SA,5013,08 8349 7422,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,
BP WODONGA WEST,3415,99 Melrose Drive,Wodonga,VIC,3690,02 6059 3287,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,
BP Wollongong,5921,438 Crown Street,WOLLONGONG,NSW,2500,02 4228 0435,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,
BP WOLLONGONG SOUTH,7334,505 - 507 Crown Street,Wollongong,NSW,2500,02 4228 0104,Y,Y,Y,,Y,Y,N,,,,,,,,,,,,Y,,N,N,
BP Wongan Hills Shop,6312,Lot 13 Wongan Road,WONGAN HILLS,WA,6603,08 9671 1057,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,
