State,Suburb,Brand,Address,Postcode,Phone,E10,ULP,PULP,VX98,LPG,Diesel,Biodiesel,Vortex Diesel,Eftpos,Workshop,OpenAllHours,Carwash,Disabled Toilet,ATM,BBQ Gas,Truckstop,Starcash,E-FLEX,VX95,Longitude,Latitude
NSW,MT VICTORIA,CALTEX,36A GREAT WESTERN HWY CNR MT YORK R,2786,02 47871067,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,No,2,Yes,No,Yes,150.2466280,-33.5844980
WA,NANNUP,INDEPENDENT,59 WARREN WAY,6275,08 97561027,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,,Yes,No,Yes,N,No,No,No,115.7647730,-33.9805890
NSW,BERESFIELD,CALTEX,YANGAN AVENUE,2322,02 4964 4162,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,Yes,Yes,Yes,N,No,No,Yes,151.6324420,-32.8097960
NSW,PORT MACQUARIE,CALTEX,100 HASTINGS RIVER DR,2444,02 6584 1488,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,Yes,No,Yes,152.8830670,-31.4289580
NSW,CARLINGFORD,CALTEX,797 PENNANT HILLS RD,2118,02 9871 0970,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,No,No,N,No,No,Yes,151.0514620,-33.7754570
NSW,MURWILLUMBAH,CALTEX,89 EWING STREET,2484,02 66724988,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,Yes,No,No,153.3954760,-28.3240820
NSW,MOREE,CALTEX,54 ALICE ST,2400,02 6752 6111,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,149.8423750,-29.4713380
VIC,KOO WEE RUP,CALTEX,52 SYBELLA RD,3981,03 59971277,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,Yes,No,Yes,145.4906950,-38.2047160
TAS,NEW NORFOLK,CALTEX,4 BURNETT ST CNR MONTAGU ST,7140,03 62612742,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,,No,No,No,N,No,No,No,147.0609710,-42.7791620
VIC,WARRAGUL,CALTEX,149 QUEEN ST,3820,03 56235733,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,145.9378750,-38.1658530
WA,BUSSELTON,CALTEX,CNR STRELLY ST & FAIRLAWN RD,6280,08 97522068,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,,No,No,No,1,Yes,No,Yes,115.3489400,-33.6631580
NSW,BYRON BAY,CALTEX,BUTLER STREET,2481,02 66856345,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,Yes,No,No,153.6108720,-28.6419240
QLD,BOHLE / TOWNSVILLE,CALTEX,900 INGHAM RD,4818,07 47745899,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,,No,Yes,No,7,No,No,No,146.7152120,-19.2614070
VIC,FOOTSCRAY,CALTEX,62 - 82 GORDON STREET,3011,03 93186514,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,No,Yes,Yes,144.8903130,-37.7865610
QLD,BEAUDESERT SOUTH,CALTEX,2 TELEMON ST,4285,07 55413211,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,Yes,No,Yes,1,No,No,Yes,152.9928930,-27.9913690
WA,BRIDGETOWN,INDEPENDENT,169 HAMPTON ST,6255,08 97611230,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,116.1369010,-33.9573010
WA,GNOWANGERUP,INDEPENDENT,6-8 YOUGENUP RD,6335,08 98271239,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,118.0036350,-33.9324760
NSW,LILLI PILLI,CALTEX,477-481 PORT HACKING RD,2229,02 95402015,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,Yes,No,Yes,151.1218830,-34.0521860
NSW,COOMA,CALTEX,41 SHARP STREET,2630,02 64524222,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,Yes,No,Yes,149.1342440,-36.2310970
VIC,RESERVOIR,CALTEX,101-111 EDWARDS STREET,3073,03 94605497,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,145.0008380,-37.7159380
WA,AMELUP,INDEPENDENT,AMELUP VIA BORDEN,6338,08 98279222,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,118.2192950,-34.2527160
VIC,ALEXANDRA,CALTEX,25 AITKEN STREET,3714,03 57721205,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,145.7020590,-37.1876110
VIC,MAIDSTONE,CALTEX,57 BALLARAT ROAD,3012,03 93173512,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,No,No,Yes,144.9002270,-37.7944950
VIC,COBURG NORTH,CALTEX,46 NEWLANDS ROAD,3058,03 93545908,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,144.9718760,-37.7318110
VIC,BROADMEADOWS,CALTEX,204 WIDFORD ST (CNR JACANA AVE),3047,03 93090115,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,N,No,No,Yes,144.9263810,-37.6888300
SA,BOOLEROO CENTRE,INDEPENDENT,ARTHUR ST,5482,08 86672100,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,138.3490370,-32.8810410
SA,BLANCHETOWN,AMPOL,STURT HIGHWAY,5357,08 85405028,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,139.6262440,-34.3288950
NSW,DENILIQUIN,CALTEX,162 HARDINGE ST,2710,03 58819000,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,Yes,No,No,N,No,No,Yes,144.9497350,-35.5342880
ACT,BRADDON,CALTEX,36 LONSDALE ST,2612,02 62472544,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N,Yes,No,Yes,149.1332860,-35.2706250
VIC,WODONGA,CALTEX,LOT 107 BRADFORD ST,3690,02 60242488,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,,No,No,No,N,No,No,No,146.8972170,-36.1172260
VIC,YARRAWONGA,CALTEX,BENALLA RD,3730,03 57432345,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,No,No,Yes,N,No,No,No,145.9949780,-36.0292570
VIC,WANGARATTA,CALTEX,70-72 GRETA ROAD,3677,03 57216274,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,No,No,Yes,N,Yes,No,No,146.3147990,-36.3651700
QLD,HENDRA,AMPOL,154 KITCHENER RD,4011,07 32621203,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,153.0631530,-27.4236300
NSW,BERRIGAN,CALTEX,155-165 CHANTER ST,2712,03 58852013,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,No,145.8023480,-35.6562810
TAS,POATINA,INDEPENDENT,FRANKLIN STREET,7302,03 63978280,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,146.9602860,-41.7959100
QLD,TULLY,CALTEX,BRUCE HWY,4854,07 4068 1319,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,145.9341320,-17.9304820
NSW,MOREE,CALTEX,337 - 343 FROME ST,2400,02 67521777,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,149.8425410,-29.4691650
NSW,MILTON,CALTEX,331 PRINCES HIGHWAY,2538,02 44551356,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,150.4488820,-35.3306220
NSW,BOMADERRY,CALTEX,246 PRINCES HIGHWAY,2541,02 44212648,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,150.5948520,-34.8403110
NSW,DENILIQUIN,CALTEX,162 HARDINGE ST,2710,03 58812162,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,Yes,No,Yes,144.9497300,-35.5342810
SA,QUORN,CALTEX,SIXTH ST,5433,08 86486207,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,138.0410870,-32.3472040
WA,NORTHAM,CALTEX,72-78 OLD YORK ROAD,6401,08 96221413,No,No,No,No,No,No,No,No,No,Yes,No,,No,No,No,N,No,No,No,116.6803980,-31.6485160
NSW,WAUCHOPE,AMPOL,CNR HIGH & WALLACE STS,2446,02 65852017,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,152.7353430,-31.4580220
WA,BINNINGUP,AMPOL,CORONATION DRIVE,6230,08 97201040,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,115.6881800,-33.1497350
NSW,CURRABUBULA,INDEPENDENT,4 DAVIS STREET,2342,02 67689048,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,,No,No,No,N,No,No,No,150.7330360,-31.2634710
VIC,ASCOT VALE,CALTEX,155-157 EPSOM ROAD,3032,03 93762228,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,No,No,N,No,No,Yes,144.9160400,-37.7818390
SA,BEACHPORT,INDEPENDENT,16 RAILWAY TERRACE,5280,08 87358129,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,No,140.0132470,-37.4812180
QLD,GLENDEN,CALTEX,EWAN DRIVE,4743,07 49589132,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,148.1079260,-21.3452820
QLD,CHINCHILLA,CALTEX,CNR CHINCHILLA & HELENA STS,4413,07 46628140,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,,No,No,Yes,1,No,No,Yes,150.6240000,-26.7364910
QLD,GOODNA,CALTEX,1 CHURCH ST CNR CUNNINGHAM HWY,4300,07 38180098,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N,No,Yes,Yes,152.8994340,-27.6085210
VIC,SALE,CALTEX,114-122 YORK ST CNR MACALISTER ST,3850,03 51444614,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,Yes,No,Yes,147.0685630,-38.1096320
TAS,CARRICK,CALTEX,45 BASS HWY,7291,03 63936288,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,147.0159190,-41.5498380
TAS,PENGUIN,CALTEX,98 MAIN STREET,7315,03 64372142,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,146.0749810,-41.1150940
QLD,REDBANK,CALTEX,73 BRISBANE RD,4301,07 32882089,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,152.8707650,-27.6002280
NSW,SMITHFIELD,CALTEX,16-18 TAIT STREET,2164,02 9672 9999,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,150.9439200,-33.8457580
NSW,CUMNOCK,INDEPENDENT,31 OBLEY STREET,2867,02 63677221,No,Yes,No,No,No,Yes,No,No,No,Yes,No,,No,No,No,N,No,No,No,148.7545870,-32.9280010
SA,REDHILL,CALTEX,PORT WAKEFIELD RD CNR ELLIS ST,5521,08 86367126,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,3,No,No,No,138.2160120,-33.5378130
VIC,BROADMEADOWS,CALTEX,184 WIDFORD STREET,3047,03 93094102,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,144.9260670,-37.6903710
QLD,GARBUTT,CALTEX,26-28 PILKINGTON STREET,4814,07 47795830,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,146.7675540,-19.2671650
NSW,CONCORD WEST,CALTEX,369-375 CONCORD RD,2138,02 97434161,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,Yes,No,Yes,151.0887720,-33.8415220
QLD,AYR,CALTEX,101 EDWARDS ST,4807,07 47831786,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,147.4021120,-19.5708360
QLD,CLERMONT,CALTEX,TURRAMA ROAD,4721,07 4983 1400,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,,No,No,No,5,No,No,No,147.6356580,-22.8115770
WA,KULIN,INDEPENDENT,LOT 19 JOHNSTON STREET,6365,08 98801275,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,118.1533130,-32.6722340
TAS,TULLAH,INDEPENDENT,5 MURCHISON HIGHWAY,7321,03 64734163,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,145.6230010,-41.7316190
TAS,LAUNCESTON,CALTEX,207-215 CHARLES ST,7250,03 63317516,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,No,No,No,N,Yes,No,Yes,147.1401690,-41.4412670
NSW,DUNGOG,CALTEX,1 SCOTT AVE,2420,02 49921923,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,151.7485340,-32.3983090
SA,LITTLEHAMPTON,CALTEX,2 GRIFFITHS CRT CNR CHILDS RD,5250,08 83910607,No,No,No,No,No,Yes,No,No,No,Yes,Yes,,No,No,No,N,No,No,No,138.8596550,-35.0550560
NSW,BERESFIELD,AMPOL,199 ANDERSON DRIVE,2322,02 49662429,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,Yes,No,Yes,151.6512930,-32.8028990
VIC,GEMBROOK,INDEPENDENT,MAIN ROAD,3783,03 59681304,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,,No,No,Yes,N,No,No,No,145.5428680,-37.9512830
WA,HALLS CREEK,BP,137 DUNCAN RD,6770,08 91686150,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,127.6716060,-18.2246520
NSW,ALEXANDRIA,GAS N GO,10-20 BOTANY RD,2015,02 93197151,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,151.1988270,-33.8954480
NSW,EASTERN CREEK,CALTEX,M4 MOTORWAY WESTBOUND,2766,02 96721622,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,N,Yes,No,Yes,150.8828870,-33.8024400
NSW,EASTERN CREEK,CALTEX,M4 MOTORWAY EASTBOUND,2766,02 96721851,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,N,Yes,No,Yes,150.8859910,-33.8015840
VIC,PRESTON,CALTEX,349 PLENTY RD,3072,03 94717026,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,No,Yes,Yes,145.0099520,-37.7407120
NSW,LEUMEAH,CALTEX,6 RUDD RD,2560,02 46281595,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,150.8296800,-34.0539070
QLD,GLADSTONE,CALTEX,12 CHAPPLE ST,4680,07 49766800,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,1,Yes,No,Yes,151.2459010,-23.8422730
QLD,ROCKHAMPTON NORTH,CALTEX,HAYNES ST CNR PARK ST,4701,07 5441 5681,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,1,No,No,Yes,150.5113350,-23.3609540
QLD,ROCKHAMPTON,CALTEX,WILLIAM & GEORGE STS,4700,07 4927 7127,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,,No,Yes,Yes,N,No,No,No,150.5078200,-23.3841100
VIC,BROADMEADOWS,CALTEX,412 BARRY RD,3047,03 93096211,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,144.9409650,-37.6658470
VIC,MELTON,CALTEX,CNR MELTON HWY & GISBORNE MELTON RD,3337,03 97476688,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,4,No,No,Yes,144.6066040,-37.6852470
VIC,FAWKNER,CALTEX,CNR SYDNEY & BOXFORREST RDS,3060,03 93599912,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,N,No,No,Yes,144.9603700,-37.7045190
VIC,GLENROY,CALTEX,847 PASCOEVALE RD,3046,03 93064380,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,N,No,No,Yes,144.9152730,-37.7028460
VIC,BULLEEN,CALTEX,39 BRIDGE ST CNR MANNINGHAM RD,3105,03 98505512,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,,No,No,Yes,N,Yes,No,Yes,145.0817700,-37.7604260
VIC,DONCASTER EAST,CALTEX,1100 DONCASTER ROAD,3109,03 98424009,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,N,No,No,Yes,145.1706730,-37.7902010
VIC,GLEN WAVERLEY,CALTEX,252 SPRINGVALE ROAD,3150,03 98038331,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,N,No,No,Yes,145.1659160,-37.8796880
QLD,MACKAY,CALTEX,CONNERS RD,4740,07 49521933,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,149.1616330,-21.1690760
VIC,PUCKAPUNYAL,CALTEX,ARMY BASE,3662,03 57357635,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,144.9760000,-37.0071000
TAS,SCOTTSDALE,CALTEX,21-23 GEORGE STREET,7260,03 63522491,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,147.5171620,-41.1580870
NSW,CULCAIRN,CALTEX,OLYMPIC WAY,2660,02 60298860,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,147.0359030,-35.6744330
VIC,WANDIN NORTH,CALTEX,361 WARBURTON HIGHWAY,3139,03 59644920,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,145.4277930,-37.7796430
SA,GLENELG NORTH,CALTEX,509-511 ANZAC HWY,5045,08 82952491,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,N,No,No,Yes,138.5288700,-34.9757240
VIC,MORWELL,CALTEX,6-8 PRINCES DRIVE,3840,03 51343203,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,No,146.3959160,-38.2361180
NSW,BEWONG,CALTEX,PRINCES HIGHWAY,2540,02 44434260,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,150.5332370,-35.0855380
NSW,PADSTOW,CALTEX,115 FAIRFORD RD,2211,02 97745573,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,151.0347580,-33.9434460
NSW,WOOLOOWARE,CALTEX,100 WOOLOOWARE RD,2230,02 95271053,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,N,Yes,No,Yes,151.1413370,-34.0491050
NSW,KENSINGTON,CALTEX,219A ANZAC PDE,2033,02 96634874,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N,Yes,No,Yes,151.2260850,-33.9180210
VIC,WARRNAMBOOL,AMPOL,1155 RAGLAN PARADE,3280,03 55620060,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,,No,No,No,1,No,No,Yes,142.4584780,-38.3638040
SA,GAWLER,CALTEX,3 PAXTON ST,5118,08 85223699,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,,No,No,No,N,No,No,No,138.7433690,-34.5889540
NSW,WAUCHOPE,AMPOL,188 HIGH STREET,2446,02 65851636,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,Yes,No,No,152.7221250,-31.4648480
WA,EATON,CALTEX,1 OLD COAST RD CNR PRATT RD,6232,08 97252389,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,Yes,No,Yes,115.6965560,-33.3110540
NSW,GRIFFITH,CALTEX,2-4 MACKAY AVE,2680,02 69642364,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,1,No,No,Yes,146.0624270,-34.2902430
VIC,FOSTER,CALTEX,SOUTH GIPPSLAND HIGHWAY,3960,03 5682 1803,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,146.2155700,-38.6493840
VIC,WONTHAGGI,CALTEX,25 MCKENZIE STREET,3995,03 5672 1546,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,145.5935390,-38.6052460
QLD,CHARTERS TOWERS,CALTEX,262 GILL STREET,4820,07 47874877,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,No,146.2688580,-20.0772800
NSW,WYONG,CALTEX,F3 NORTH BOUND FREEWAY,2259,02 43523621,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,Yes,Yes,No,N,Yes,No,Yes,151.4027160,-33.2560590
NSW,WYONG,CALTEX,F3 NORTH BOUND FREEWAY,2259,02 43523619,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,,No,No,No,7,No,No,Yes,151.4027160,-33.2560590
NSW,WYONG,CALTEX,F3 SOUTH BOUND FREEWAY,2259,02 43523626,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,Yes,Yes,No,N,Yes,No,Yes,151.4050720,-33.2535480
NSW,WYONG,CALTEX,F3 SOUTH BOUND FREEWAY,2259,02 43523627,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,,No,No,No,7,No,No,Yes,151.4050720,-33.2535480
NSW,EAST GRESFORD,CALTEX,26 DURHAM ROAD,2311,02 49389204,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,151.5506190,-32.4281890
NSW,URANA,INDEPENDENT,48 WILLIAMS ST,2645,02 6920 8122,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,No,146.2672800,-35.3294370
QLD,MILES,CALTEX,1-3 TULLY ST CNR MURILLA ST,4415,07 46271441,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,,No,No,Yes,N,No,No,Yes,150.1817650,-26.6581700
VIC,WANGARATTA,CALTEX,CNR ROWAN & REID STS,3677,03 57215310,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,Yes,No,No,146.3249370,-36.3537150
NSW,HOMEBUSH,CALTEX,334-336 PARRAMATTA RD,2140,02 97466105,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,No,Yes,N,No,No,Yes,151.0678590,-33.8579270
NSW,RYDE,CALTEX,110 LANE COVE RD,2112,02 98883743,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,No,151.1134990,-33.8029430
QLD,BURPENGARY,CALTEX,9-15 PROGRESS RD,4505,07 38881300,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,,No,No,Yes,N,Yes,No,Yes,152.9764980,-27.1562380
NSW,ST IVES NORTH,CALTEX,363 MONA VALE RD,2075,02 94408644,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,N,No,No,Yes,151.1734230,-33.7164560
QLD,MACKENZIE,CALTEX,1015 MT GRAVATT-CAPALABA ROAD,4122,07 38491133,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,No,No,Yes,N,Yes,Yes,Yes,153.1278930,-27.5471440
NSW,YOUNG,CALTEX,31 BOOROWA ST  CNR ZOUCH ST,2594,02 63824111,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,148.3001180,-34.3137760
TAS,CAMPBELL TOWN,CALTEX,85 HIGH ST,7210,03 63811066,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,,No,No,Yes,N,No,No,Yes,147.4938970,-41.9279680
NSW,WINDANG,CALTEX,244-248 WINDANG RD,2528,02 42951805,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,,No,Yes,Yes,N,No,No,Yes,150.8693920,-34.5273560
VIC,LILYDALE,CALTEX,346 MAIN STREET,3140,03 97351915,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,No,Yes,Yes,N,No,Yes,Yes,145.3548290,-37.7576220
NSW,DENILIQUIN,CALTEX,COBB HWY,2710,03 58811804,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,Yes,No,No,144.9511210,-35.5337510
TAS,ULVERSTONE,CALTEX,73 REIBY ST,7315,03 64252002,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,146.1732280,-41.1574690
SA,PARALOWIE,CALTEX,102 WATERLOO CORNER RD,5108,08 82582868,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,No,N,No,No,Yes,138.6320410,-34.7565920
SA,KADINA,CALTEX,11 MARTIN TERRACE,5554,08 88212390,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,,No,No,No,N,Yes,No,No,137.7185840,-33.9667320
NSW,DUBBO NORTH,CALTEX,BOURKE STREET,2830,02 68821791,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,,No,No,No,7,No,No,Yes,148.6116020,-32.2329900
NSW,ALBURY NORTH,CALTEX,79 UNION RD,2640,02 60406177,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,No,Yes,N,No,No,No,146.9487650,-36.0545550
NT,TENNANT CREEK,BP,216 PATERSON STREET PO BOX 320,0860,08 89622626,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,,No,No,No,N,No,No,No,134.1921640,-19.6371410
SA,GOOLWA,CALTEX,36 CADELL STREET,5214,08 85552889,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,No,Yes,No,N,Yes,No,Yes,138.7810700,-35.4995210
QLD,YEPPOON,CALTEX,ROCKHAMPTON ROAD,4703,07 49723866,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,,No,No,No,N,No,No,Yes,150.7283220,-23.1326890
